epoch,loss
1,10.384880065917969
2,7.990307331085205
3,7.753632545471191
4,7.3974833488464355
5,7.069108963012695
6,6.773436546325684
7,6.51248836517334
8,6.312777519226074
9,6.144011974334717
10,5.994379997253418
11,5.856935977935791
12,5.751101493835449
13,5.650059223175049
14,5.553660869598389
15,5.461561679840088
16,5.371247291564941
17,5.281877517700195
18,5.193295478820801
19,5.107048034667969
20,5.024082183837891
21,4.941629886627197
22,4.859081745147705
23,4.776362419128418
24,4.693750381469727
25,4.6118364334106445
26,4.531204700469971
27,4.452676296234131
28,4.3758111000061035
29,4.300732612609863
30,4.227681636810303
31,4.1568708419799805
32,4.089012145996094
33,4.026406764984131
34,3.965818405151367
35,3.9073567390441895
36,3.8520009517669678
37,3.798643112182617
38,3.7473857402801514
39,3.6982545852661133
40,3.6507790088653564
41,3.6049599647521973
42,3.5606985092163086
43,3.5177807807922363
44,3.4778404235839844
45,3.439687967300415
46,3.403017997741699
47,3.3680076599121094
48,3.334493398666382
49,3.302490711212158
50,3.272538661956787
51,3.244349241256714
52,3.217712640762329
53,3.1926932334899902
54,3.16927433013916
55,3.1474621295928955
56,3.127309799194336
57,3.109158515930176
58,3.0920584201812744
59,3.076021909713745
60,3.061255693435669
61,3.048962354660034
62,3.0377321243286133
63,3.0274806022644043
64,3.018157482147217
65,3.009702205657959
66,3.0020270347595215
67,2.995083808898926
68,2.9888076782226562
69,2.9831435680389404
70,2.978018283843994
71,2.9733810424804688
72,2.9691882133483887
73,2.965393304824829
74,2.9619646072387695
75,2.9588241577148438
76,2.9559569358825684
77,2.9533252716064453
78,2.95088791847229
79,2.948712110519409
80,2.946760654449463
81,2.9449362754821777
82,2.943179130554199
83,2.941734790802002
84,2.9404056072235107
85,2.939192295074463
86,2.9381022453308105
87,2.937131404876709
88,2.9362590312957764
89,2.935492992401123
90,2.9348092079162598
91,2.9341719150543213
92,2.9335947036743164
93,2.9330739974975586
94,2.9325921535491943
95,2.932129144668579
96,2.931692600250244
97,2.9312691688537598
98,2.9308488368988037
99,2.9303858280181885
100,2.929917812347412
101,2.9293971061706543
102,2.928741216659546
103,2.928264856338501
104,2.9275588989257812
105,2.9268288612365723
106,2.9262638092041016
107,2.925413131713867
108,2.9246177673339844
109,2.924098253250122
110,2.9236068725585938
111,2.9231343269348145
112,2.922703981399536
113,2.9223058223724365
114,2.921945095062256
115,2.9214723110198975
116,2.9210433959960938
117,2.9206655025482178
118,2.9203007221221924
119,2.9199752807617188
120,2.9196696281433105
121,2.9193949699401855
122,2.919114112854004
123,2.918832302093506
124,2.918558359146118
125,2.9182863235473633
126,2.918006420135498
127,2.917717218399048
128,2.9174227714538574
129,2.9171295166015625
130,2.9168381690979004
131,2.916541814804077
132,2.9162404537200928
133,2.915928840637207
134,2.9156136512756348
135,2.915289878845215
136,2.914959669113159
137,2.914618492126465
138,2.914268970489502
139,2.9139108657836914
140,2.913541793823242
141,2.9131646156311035
142,2.9127702713012695
143,2.912364959716797
144,2.9119436740875244
145,2.9115047454833984
146,2.911022424697876
147,2.910554885864258
148,2.9100685119628906
149,2.9095640182495117
150,2.909034252166748
151,2.9084787368774414
152,2.9078993797302246
153,2.907287836074829
154,2.9066524505615234
155,2.9059793949127197
156,2.905270576477051
157,2.9045231342315674
158,2.903733730316162
159,2.9028940200805664
160,2.9018280506134033
161,2.9007863998413086
162,2.899658679962158
163,2.898517608642578
164,2.897296905517578
165,2.8959741592407227
166,2.894554376602173
167,2.893019199371338
168,2.891359806060791
169,2.8895559310913086
170,2.8875935077667236
171,2.8854634761810303
172,2.883103609085083
173,2.8805341720581055
174,2.8776865005493164
175,2.8745360374450684
176,2.8710837364196777
177,2.868067741394043
178,2.8657267093658447
179,2.859368085861206
180,2.8541908264160156
181,2.8491134643554688
182,2.8433797359466553
183,2.836627960205078
184,2.8297667503356934
185,2.82171368598938
186,2.8125858306884766
187,2.8019609451293945
188,2.7908167839050293
189,2.7766566276550293
190,2.7606112957000732
191,2.7430965900421143
192,2.724846601486206
193,2.704115867614746
194,2.6789498329162598
195,2.6506528854370117
196,2.618753433227539
197,2.5796139240264893
198,2.5365841388702393
199,2.488112688064575
200,2.429037094116211
201,2.3594565391540527
202,2.277186155319214
203,2.184701442718506
204,2.0779690742492676
205,1.9572689533233643
206,1.8212863206863403
207,1.671095609664917
208,1.5104713439941406
209,1.3437937498092651
210,1.1790872812271118
211,1.018485188484192
212,0.8695676326751709
213,0.7395897507667542
214,0.6440631747245789
215,0.592589259147644
216,0.5814509391784668
217,0.5673434138298035
218,0.529931366443634
219,0.4770035147666931
220,0.4142184257507324
221,0.34846872091293335
222,0.2851741909980774
223,0.22541671991348267
224,0.1757802814245224
225,0.14066839218139648
226,0.11499137431383133
227,0.09371878206729889
228,0.07783320546150208
229,0.06685587763786316
230,0.055793508887290955
231,0.04426287114620209
232,0.034673385322093964
233,0.026739003136754036
234,0.02011256292462349
235,0.014747070148587227
236,0.011041481979191303
237,0.008879411965608597
238,0.008130937814712524
239,0.008329866454005241
240,0.008916597813367844
241,0.009487285278737545
242,0.00978428591042757
243,0.0095975361764431
244,0.008766578510403633
245,0.007290833629667759
246,0.004852743353694677
247,0.0033376789651811123
248,0.0032829102128744125
249,0.002075339201837778
250,0.0022318237461149693
251,0.003241179045289755
252,0.002744541969150305
253,0.002563267247751355
254,0.0026778951287269592
255,0.0014620749279856682
256,0.001271521206945181
257,0.0010575687047094107
258,0.0005190092488192022
259,0.0009022839949466288
260,0.0009665533434599638
261,0.0009186344686895609
262,0.001223794650286436
263,0.001087455078959465
264,0.0008989459020085633
265,0.0009419980924576521
266,0.0006388491601683199
267,0.0005458245286718011
268,0.000540977984201163
269,0.00039572801324538887
270,0.00048050860641524196
271,0.0005113139632157981
272,0.0004598734376486391
273,0.0005295748123899102
274,0.0004701876314356923
275,0.0003910124069079757
276,0.0003856355033349246
277,0.00029117747908458114
278,0.00025557397748343647
279,0.0002655232965480536
280,0.00022642378462478518
281,0.0002477924572303891
282,0.0002621672465465963
283,0.0002349546703044325
284,0.00024384197604376823
285,0.00022099821944721043
286,0.00018420693231746554
287,0.00017928202578332275
288,0.0001526652049506083
289,0.00013976733316667378
290,0.00014809591812081635
291,0.00013890984700992703
292,0.0001441881322534755
293,0.00015057966811582446
294,0.00014023302355781198
295,0.00014080169785302132
296,0.00013435310393106192
297,0.0001223854487761855
298,0.00012195213639643043
299,0.0001160199026344344
300,0.00011259021994192153
301,0.00011596959666348994
302,0.0001138215302489698
303,0.00011286709923297167
304,0.00011394822649890557
305,0.00010927508992608637
306,0.00010624031710904092
307,0.0001042371877701953
308,9.944145858753473e-05
309,9.769241296453401e-05
310,9.701181261334568e-05
311,9.47184453252703e-05
312,9.505448542768136e-05
313,9.434649837203324e-05
314,9.247193520423025e-05
315,9.190459968522191e-05
316,8.968905603978783e-05
317,8.76269768923521e-05
318,8.648871153127402e-05
319,8.455860370304435e-05
320,8.347541734110564e-05
321,8.292400889331475e-05
322,8.17030668258667e-05
323,8.11811478342861e-05
324,8.04511655587703e-05
325,7.914369052741677e-05
326,7.836167060304433e-05
327,7.73069477872923e-05
328,7.61382543714717e-05
329,7.551474845968187e-05
330,7.464300870196894e-05
331,7.394659041892737e-05
332,7.346435450017452e-05
333,7.271482900250703e-05
334,7.20623938832432e-05
335,7.143470429582521e-05
336,7.053851732052863e-05
337,6.988458335399628e-05
338,6.918373401276767e-05
339,6.84502738295123e-05
340,6.788541213609278e-05
341,6.72543901600875e-05
342,6.666441913694143e-05
343,6.613908044528216e-05
344,6.557600136147812e-05
345,6.500680319732055e-05
346,6.447102350648493e-05
347,6.391952047124505e-05
348,6.342095730360597e-05
349,6.290634337347001e-05
350,6.243190728127956e-05
351,6.199517520144582e-05
352,6.154841685201973e-05
353,6.107612716732547e-05
354,6.064178887754679e-05
355,6.018858766765334e-05
356,5.9733174566645175e-05
357,5.931011037318967e-05
358,5.8861922298092395e-05
359,5.844160477863625e-05
360,5.8023983001476154e-05
361,5.7620301959104836e-05
362,5.720812623621896e-05
363,5.682500341208652e-05
364,5.6429194955853745e-05
365,5.603593308478594e-05
366,5.563528975471854e-05
367,5.524880180018954e-05
368,5.4861215176060796e-05
369,5.447658622870222e-05
370,5.411334859672934e-05
371,5.3756746638100594e-05
372,5.340787174645811e-05
373,5.304793012328446e-05
374,5.271021291264333e-05
375,5.2382732974365354e-05
376,5.202521424507722e-05
377,5.1682465709745884e-05
378,5.1339229685254395e-05
379,5.100463386042975e-05
380,5.0690374337136745e-05
381,5.0370843382552266e-05
382,5.0034366722684354e-05
383,4.97047949465923e-05
384,4.939399514114484e-05
385,4.908978007733822e-05
386,4.8762449296191335e-05
387,4.845648800255731e-05
388,4.8143680032808334e-05
389,4.783979966305196e-05
390,4.755970439873636e-05
391,4.725217149825767e-05
392,4.694962262874469e-05
393,4.66626588604413e-05
394,4.6377783291973174e-05
395,4.607915980159305e-05
396,4.580774839268997e-05
397,4.550709491013549e-05
398,4.523322422755882e-05
399,4.4960623199585825e-05
400,4.469860141398385e-05
401,4.4437998440116644e-05
402,4.4166903535369784e-05
403,4.390273898025043e-05
404,4.3655272747855633e-05
405,4.3391381041146815e-05
406,4.313300451030955e-05
407,4.287358024157584e-05
408,4.263760638423264e-05
409,4.239425834384747e-05
410,4.213875945424661e-05
411,4.190798063063994e-05
412,4.1660983697511256e-05
413,4.14344685850665e-05
414,4.1193234210368246e-05
415,4.096175325685181e-05
416,4.0715814975555986e-05
417,4.04907223128248e-05
418,4.027162867714651e-05
419,4.003743379143998e-05
420,3.9817707147449255e-05
421,3.9586630009580404e-05
422,3.9381768146995455e-05
423,3.9170667150756344e-05
424,3.894996552844532e-05
425,3.873994864989072e-05
426,3.85300227208063e-05
427,3.832194488495588e-05
428,3.8108864828245714e-05
429,3.789711990975775e-05
430,3.768708847928792e-05
431,3.7498175515793264e-05
432,3.7283745768945664e-05
433,3.7093195714987814e-05
434,3.689046934596263e-05
435,3.669286525109783e-05
436,3.64965308108367e-05
437,3.631075378507376e-05
438,3.6101519071962684e-05
439,3.591823042370379e-05
440,3.5715027479454875e-05
441,3.552378257154487e-05
442,3.534640927682631e-05
443,3.5161192499799654e-05
444,3.496979479677975e-05
445,3.479117731330916e-05
446,3.460625157458708e-05
447,3.442240267759189e-05
448,3.4245858842041343e-05
449,3.404713061172515e-05
450,3.385845047887415e-05
451,3.368997204233892e-05
452,3.351247505634092e-05
453,3.333712083986029e-05
454,3.316439688205719e-05
455,3.2985622965497896e-05
456,3.2813251891639084e-05
457,3.266226849518716e-05
458,3.2487565476913005e-05
459,3.232295421184972e-05
460,3.216529148630798e-05
461,3.198413833160885e-05
462,3.183012449881062e-05
463,3.165825910400599e-05
464,3.150053453282453e-05
465,3.135160295641981e-05
466,3.1181662052404135e-05
467,3.100976027781144e-05
468,3.0861709092278033e-05
469,3.070708044106141e-05
470,3.054878834518604e-05
471,3.0398019589483738e-05
472,3.024062061740551e-05
473,3.009670035680756e-05
474,2.993556518049445e-05
475,2.9803139113937505e-05
476,2.9661481676157564e-05
477,2.9512520995922387e-05
478,2.9367496608756483e-05
479,2.922412022599019e-05
480,2.907698944909498e-05
481,2.892997144954279e-05
482,2.877569932024926e-05
483,2.8641092285397463e-05
484,2.8488057068898343e-05
485,2.8355767426546663e-05
486,2.8215967176947743e-05
487,2.8089541956433095e-05
488,2.7949648938374594e-05
489,2.7825748475152068e-05
490,2.7696765755536035e-05
491,2.7553071049624123e-05
492,2.743098229984753e-05
493,2.7303980459691957e-05
494,2.7163290724274702e-05
495,2.7030208002543077e-05
496,2.690702604013495e-05
497,2.678148666745983e-05
498,2.6662561140256003e-05
499,2.6525578505243175e-05
500,2.6393874577479437e-05
501,2.6281040845788084e-05
502,2.6149038603762165e-05
503,2.6024437829619274e-05
504,2.5915229343809187e-05
505,2.5789200662984513e-05
506,2.5678535166662186e-05
507,2.555438913987018e-05
508,2.5437060685362667e-05
509,2.5335939426440746e-05
510,2.5211578758899122e-05
511,2.51018391281832e-05
512,2.499063702998683e-05
513,2.4870847482816316e-05
514,2.4766570277279243e-05
515,2.4657980247866362e-05
516,2.45519640884595e-05
517,2.443505945848301e-05
518,2.4335517082363367e-05
519,2.4219123588409275e-05
520,2.410864908597432e-05
521,2.399848926870618e-05
522,2.3886605049483478e-05
